who_am_i,Cluster
i speak english and portuguies,4
l am good at volleyball,4
i am girl.,0
i like talking to people,0
i like talking to people,0
i speak vietnamese.,4
i speak vietnamese.,4
i like math,0
i like math,0
i like me,3
i like me,3
somewhat resposible,4
a student,2
i like my room,3
i like games,0
i like games,0
i am from cape verde,4
i enjoy school.,4
i like to go to arcade,3
i like to go to arcade,3
i am a kid that goes to [school name],4
i am a kid that goes to [school name],4
i am a kid that goes to [school name],4
i like to speak in english,0
i like to speak in english,0
i speak english.,4
i speak english.,4
i am a stranger things lover,4
i like to bake,0
i like to bake,0
i wanna be an nba player,4
i am a basketball player,4
afletic,4
i like roblox,0
i like roblox,0
i am [name].,4
i'm creative,4
my fast food is wingstop,4
"i'm nice, great, and good bestfriend/friend/family member",4
"i'm nice, great, and good bestfriend/friend/family member",4
"i'm nice, great, and good bestfriend/friend/family member",4
"i'm nice, great, and good bestfriend/friend/family member",4
my favorite subject is history,4
musician,4
i am a student,2
i am beautiful.,4
i am [first name] a 12 year old boy,4
i am [first name] a 12 year old boy,4
i am [first name] a 12 year old boy,4
i'm [first name],4
im 5'2,4
[first last name],4
i am cape verdian.,4
i am from cape verde,4
i play basket ball fun,4
i like when they tell me what i did wrong.,0
i like when they tell me what i did wrong.,0
cat lover,4
i am a 13 year old female,4
i am a 13 year old female,4
student,2
my last name is german,4
my last name is german,4
i am [first last name],4
i am the youngest sibling,4
a non physical sport person,1
i am a good baker,4
kind person,1
kind person,1
i am sensitive,4
i love jordans,0
i love jordans,0
i believe in god and that jesus died for us,4
i am a student.,2
i like gym.,0
i like gym.,0
i like anime,0
i have a vr,4
i'm a video gamer,4
i'm kind,4
im a quite person,1
i am me.,4
i am a volunteer.,4
i am someone who likes to cook,4
i am someone who likes to cook,4
i like to make frinds,0
i like to make frinds,0
i like to make frinds,0
i'm not strong in math,4
i am a pizza lover,4
i love my family,0
i love my family,0
i am someone who likes to travel,4
i am someone who likes to travel,4
i have 5-6 cousins,4
i have a cat,4
i am someone who's birthday is on [day].,4
a nerd,4
a nerd,4
i am [first last name],4
i wear jordans,4
i play basketball,4
i am a gamer,4
i am 14 years old.,4
i love my little sister.,0
i love my little sister.,0
i am the person that my brithday is on decmber,1
i love my family,0
i love my family,0
i am 13,4
an animal lover,4
i like to draw,0
i like to draw,0
i never tried india food but if i can then i would,4
i am kind,4
i am the youngest child,4
i am the youngest child,4
i am a person who likes to swim,1
i am a person who likes to swim,1
my favorite sports team is the celtics,4
i am a middle school student,2
i am a middle school student,2
i am a middle school student,2
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i really like to watch anime,0
i really like to watch anime,0
i am a gamer,4
my favorite month is february,4
a son,4
a son,4
i like basketball,0
i like basketball,0
i play a lot of video games,0
smart,4
smart,4
i am [first name].,4
i am pretty good at math,4
i love volleyball.,0
i love volleyball.,0
im a 6th grade student,2
im a 6th grade student,2
im a 6th grade student,2
i dont like school,0
good at doing hair,4
a brother,4
a brother,4
i love cats,0
i am someone who likes games,4
i am someone who likes games,4
i like action movies,0
i like hot cheetos n doritos,3
im a pet person,1
i like sports,0
i like sports,0
i like kai cenat,0
my favorite show is deathnote,4
my fav food is pasta,4
im funny,4
an artist,4
i like all my friends.,0
i like all my friends.,0
i am a respectful young woman.,4
i am a respectful young woman.,4
i am a respectful young woman.,4
i am more strong in english.,4
i am passionate,4
i am someone who likes going outside,4
i am someone who likes going outside,4
my favorite food is ox tail,4
middle child,4
middle child,4
i like roblox,0
i like roblox,0
i am [first last name],4
i have a ginger cat,4
i like football and basketball.,0
i like football and basketball.,0
a gamer,4
i like to watch new shows,0
i like to watch new shows,0
i like moneyyyy$$$$!!!!!!!!,3
i like moneyyyy$$$$!!!!!!!!,3
i am [teacher] student,2
i have 2 older brothers.,4
i like skin care,0
i like skin care,0
a cape verdean girl,4
a cape verdean girl,4
babytron defender,4
i like shoes,0
i like shoes,0
i'm a female,4
i am someone who has a sister,4
i am the youngest,4
i am in love with the color yellow.,0
i played soccer,4
i like to talk,0
i like to talk,0
i spend time with my family,4
i spend time with my family,4
i am a basketball player,4
i am respectful,4
i like sleeping,0
i like sleeping,0
i am from massachusetts,4
i like cars,0
i like to read,0
i like to read,0
i am an english speaking person,1
i am an english speaking person,1
a 12yo girl,0
a 12yo girl,0
i like to listen to music,0
i like to listen to music,0
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
im a rabbit,4
i am someone who is respectful.,4
i am a short person,1
a volleyball player,4
honest,4
i dont like the teachers here,0
i dont like the teachers here,0
i am a sneaker lover,4
i am a sneaker lover,4
i am honest,4
i am someone who likes to watch,4
i am someone who likes to watch,4
i like going outside,0
i like going outside,0
roblox n fortnite lover.,4
roblox n fortnite lover.,4
l'm a girl,0
i ilike lexia,4
i ilike lexia,4
i am a student,2
i am a soccer player and i play for [team name],4
13 year old,4
i am a althle,4
i love candy,0
i am a student,2
basketball player,4
i am a singer,4
i am a nice person i think,1
i am a nice person i think,1
i like rewards.,3
i am a mathia superstar,4
im mostly bored,4
my favorite color is blue,4
i am someone who can speak chinese.,4
i am someone who can speak chinese.,4
i love shoes.,0
i love shoes.,0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
i am someone that loves to be the want to be the funny one in the family.,4
i'm smert,4
i'm smert,4
i am shy with certain people,4
dnd mean do not dasturd,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i speak four language .,4
i speak four language .,4
i like to play basketball,0
i like to play basketball,0
i go to a school in [school district],0
i like physical education,0
i like physical education,0
i am a only child,4
i am a only child,4
i'm really smart,4
i'm really smart,4
i am loyal. thats it.,4
i am a cashapp user,4
i love jesus.,0
i love jesus.,0
i like games,0
i like games,0
i like candy,0
i like art,0
i like art,0
i am a game lover,4
i am a game lover,4
am lovely,4
i'm a student.,2
a love for pizza,0
i am a reader,4
i play soccer,4
dumb,4
dumb,4
cousin of [first last name],4
i hate math and english.,4
i hate math and english.,4
a christan,4
i am a good freand,4
i am a good freand,4
i am artistic,4
i like pizza,0
i like iced tea.,3
student,2
i am a shoe lover,4
i am a shoe lover,4
my best firend is my little brother,4
my best firend is my little brother,4
i am a owner of a cat,4
i am good school.,4
i am a student ambassador,2
i am learning chinese,4
im a cool person,1
im a cool person,1
i play on playstation,4
i am a good booy,4
i am a good booy,4
i have adhd,4
i can speed-walk really fast,4
i am a person who likes food,1
i'm shy,4
i love my friends.,0
i love my friends.,0
i like going out,0
i like going out,0
i like going to pools and the beach,0
i like going to pools and the beach,0
i have short hear,4
i like cartoons,3
i love my dad,0
i like to go to the pool,0
i like to go to the pool,0
i am the oldest child,4
i am the oldest child,4
i like dogs,0
sometimes i like to watch a move,0
sometimes i like to watch a move,0
i am an aunt,4
i am an aunt,4
math is my least favorite subject,4
i like math.,0
i like math.,0
i like pcs6,3
i love being in school,0
i love being in school,0
i'm an english speaker.,4
i'm an english speaker.,4
honor student,2
yes i like icecream,0
i am a boy,4
my favirote color is red,4
i am european and cape verdean.,4
i am someone who likes to swim.,4
i am someone who likes to swim.,4
i have a lot of friends,4
i like red,0
do something like make practice we can make at home.,0
somebody who likes sour stuff,4
african,4
i like mcdonalds,3
i love my school,0
i love my school,0
i dont really like math,0
i dont really like math,0
i am a fan of money!!! yea!,4
i am a fan of money!!! yea!,4
my favorite subject is ela,4
i am a soccer player,4
i am a good kid,4
i am a good kid,4
i am a good kid,4
i like math,0
i like math,0
i like to play soccer,0
i like to play soccer,0
i like more food,0
i am someone who likes the color orange,4
i am dominican and haitian,4
i'm a cape verdean.,4
pronouns are she/her.,4
i am a straight a student,2
capeverdean,4
man,4
im am a food lover,4
i like clash royale,3
i like clash royale,3
i am an honors in english and math.,4
skibidi watcher i love to fanum taxer trump 2024,0
i like giving people gifts,0
i am 14 year old singer,4
i am 14 year old singer,4
i am a student,2
i love my family,0
i love my family,0
i am a girl,0
i like cats,0
i am a designer enjoyer,4
i like footboll,3
i like footboll,3
i am a girl who doesnt like to do her mathia,0
i am a girl who doesnt like to do her mathia,0
i am someone who likes food,4
i am someone who loves art,4
i am someone who loves art,4
im german,4
i am good at swimming.,4
i like math.,0
i like math.,0
i am fun,4
i'm a game lover.,4
i am [first name].,4
my favorite meal of the day is breakfast,4
and half angolan,4
i like play basket ball,0
i like play basket ball,0
i am funny,4
im a students,4
i like instagram,3
i like instagram,3
i don't like math,0
i don't like math,0
i am a neat person,1
i love basketball shoes,0
i love basketball shoes,0
i'm 12 year old,4
i have one friend from my past school,4
i like 2k,3
i like 2k,3
a cousin,4
i am dominican,4
i like playing games,0
i like playing games,0
i am someone that loves math.,4
i am someone that loves math.,4
i am someone who dose karate,4
[teacher] student,2
i like to talk to my friends,0
i like to talk to my friends,0
i like to talk to my friends,0
i hev good vision,4
im cape verdean.,4
i like school because i can see my friend,0
i like school because i can see my friend,0
i like school because i can see my friend,0
i am 5'1 and 1/2.,4
i'm good at math,4
i enjoy wearing oversized shirts/hoodies,4
i am a son,4
i am a son,4
i am a person who finished there facts quiz,1
i like playing games,0
i like playing games,0
i am a football player,4
i like games,0
i like games,0
i like my math teacher,0
i like my math teacher,0
i like to play basketball,0
i like to play basketball,0
i am a advisor,4
kind,4
i am [first last name],4
i am a girl who has never built an iglo.,0
i am a girl who has never built an iglo.,0
i wear glasses,4
im 13 years old,4
i am a taco,4
i like dogs,0
i play games,0
i am someone how loves soccer,4
i am someone how loves soccer,4
gym is my favorite specialist,4
i like gym.,0
i like gym.,0
i like hanging out with my friends,0
i like hanging out with my friends,0
i like hanging out with my friends,0
cyberpunk 2077 player,4
i want a hamster,4
a artist,4
i like to play games,0
i like to play games,0
i am a person with most drip,1
i like school,0
i like school,0
i like youtube,0
i like youtube,0
band student,2
band student,2
i am mostly good at solving math equations,4
i like games,0
i like games,0
i love smart cat,0
i am a athlete who play soccer and does track,4
i am a confident person,1
i am a confident person,1
band kid,4
band kid,4
band kid,4
i love jordens,0
i love jordens,0
i am good with kids.,4
i am a person who favorite color is sky blue,1
funny,4
i come from an italian/english speaking hous.,4
i come from an italian/english speaking hous.,4
a person who memorized 61 digits of pi,1
i like stocks and money,0
i like stocks and money,0
i am a videogame player,4
"i am somebody whose fav math teachers are [teacher], [teacher]",4
i am a student,2
i can cook rise,4
i do gymnastics,4
i like pink,0
i like converse sneakers,0
i like converse sneakers,0
i like to play board games.,0
i like to play board games.,0
i am a fan of math.,4
i am a fan of math.,4
i am a chiled,4
i am a chiled,4
one of the smartest people in my math class,0
one of the smartest people in my math class,0
one of the smartest people in my math class,0
i like lunch,0
i like lunch,0
i am black,4
i am someone that want to go to college.,4
i am someone who likes to party,4
i am someone who likes to party,4
i used to play baseball,4
i am [first name],4
i like amusement parks,0
i am a person with many interest,1
i like racing games,0
i like racing games,0
i love grandma,0
i love grandma,0
dog lover,4
i am a cool person,1
i am a cool person,1
i like you tube,3
i like you tube,3
i have a ps5,4
im a candy lover,4
i'm a colorful clothe lover,4
i'm a colorful clothe lover,4
"a person who likes collectables like coins, (should add collectable items with rarity to collect in an inventory.",1
my parents are from africa,4
my parents are from africa,4
a punchmade dev listener,4
i like patriots,3
i dont like math,0
i dont like math,0
i am a student,2
i am a lacrosse player,4
i love math,0
i love math,0
i am kind,4
i love sunsets,0
i go to school:(,0
i am someone who has a god-daughter,4
i like to read.,0
i like to read.,0
i like mac n' cheese,3
i am someone who loves art,4
i am someone who loves art,4
in in 6th grade,4
in in 6th grade,4
in in 6th grade,4
i like my friends ( sometimes),0
i like my friends ( sometimes),0
i like video games,0
i like video games,0
i hate math.,0
i hate math.,0
i am a student,2
i have about 3 befriends.,4
i am confident,4
i am confident,4
i play fortnite and im level 33,4
i am a person who likes math,1
i like math classe,0
i like math classe,0
i am scholarly,4
[first last name],4
i'm straight.,4
i like math,0
i like math,0
i like music,0
i am athletic,4
i have 4 sisters and 3 brothers,4
i am more fond of work on paper.,4
i like to roller skate,0
i like to roller skate,0
i wish mathia was more understanding.,4
i wish mathia was more understanding.,4
i am a non-binary,4
i like visiting family members,0
i like visiting family members,0
i like visiting family members,0
i am in 6th grade,4
i am in 6th grade,4
i am in 6th grade,4
i love roblox.,0
i love roblox.,0
i'm cape verdean,4
i like lunch time,0
i like lunch time,0
i am a pretty chill person,1
histroin,4
i'm a student,2
[letter of name],4
daughter,4
daughter,4
i would like it to be more fun but it is fun.,0
i speak english,4
i speak english,4
i love leaning,0
i love leaning,0
i am a uncle,4
i am a uncle,4
i don't like qizes,0
tender defender,4
i play football and hockey,4
i like to play game,0
i like to play game,0
i like steph curry,3
i like steph curry,3
i am short.,4
i like water.,0
i am cape verdean,4
i eat a lot,4
i like having my nails done,0
i like having my nails done,0
i'm in 6 grade,4
i'm in 6 grade,4
i'm in 6 grade,4
i'm tale,4
a basketball player in training,4
i am a middle child of 5 kids.,4
i am a middle child of 5 kids.,4
i love to learn,0
i love to learn,0
i am a person who speaks 2 languages,1
i am a person who speaks 2 languages,1
i am from cape verde,4
i like scary movies,0
i am a student,2
i am cape verean,4
im english speaking,4
im english speaking,4
a good listener,4
i'm fun,4
i don't like school,0
i play on my ps5,4
i have an litle sister,4
i am a 6th grader,4
i am a 6th grader,4
i am a 6th grader,4
i like to play horror games,0
i like to play horror games,0
i am apart of mock appeal.,4
i am caring.,4
i need a job for help myself,4
[first last name],4
"i love haitian, jamaican  that's it",0
i am kind,4
i like facetiming my friends and cousin,0
i like facetiming my friends and cousin,0
i like facetiming my friends and cousin,0
i like facetiming my friends and cousin,0
i'm 11-12 yrs old,4
my favorite food is haitian food.,4
i have 5 sibling only one is blood.,4
i am someone who likes the color green,4
i like play fortnite,0
i like play fortnite,0
i am amazing.,4
i like sports.,0
i like sports.,0
i am a gamer,4
i like the color baby green.,0
i am an english speaking person,1
i am an english speaking person,1
i love the sunriz,0
i am [first name],4
i like to read.,0
i like to read.,0
i dont like math,0
i dont like math,0
straight,4
i am a peer leader,4
i am a peer leader,4
i am someone who likes to draw,4
i am someone who likes to draw,4
i am a girl who loves mcds.,4
i am a girl who loves mcds.,4
i am someone loves lip gloss,4
i am someone loves lip gloss,4
i like coryxkinshen,3
i like coryxkinshen,3
i love all my teacher.,0
i love all my teacher.,0
i help people with there work,4
i help people with there work,4
i am a person who plays a lot of games,1
i like to do my makeup.,0
i like to do my makeup.,0
i like gym,0
i like gym,0
i am a money maker,4
i am a money maker,4
i am someone who wears glasses,4
my favorite candy is freeze dried skittles,4
i like sneakers,0
i like sneakers,0
i have curly hair,4
i am someone who loves to talk sometimes,4
i am someone who loves to talk sometimes,4
i want to be a writer when i'm older.,4
"6,2",4
i love my nana and aunt yaya,0
i love my nana and aunt yaya,0
i like gym class.,0
i like gym class.,0
i'm a cat lover,4
i am accomplished,4
i go to church,4
i am a good-behaving person,1
i am white,4
i am a watermelon lover,4
i dislike summer more than winter,4
i like nails,0
i like nails,0
i like cat,0
i love eating,0
i collect rocks and gems,4
i love writing books.,0
i love writing books.,0
i like sports,0
i like sports,0
i hate school,4
i hate school,4
i like dairy queen,3
i'm in 6th grade,4
i'm in 6th grade,4
i'm in 6th grade,4
im a student,2
i like to play nintendo with my sister,0
i like to play nintendo with my sister,0
i like to play nintendo with my sister,0
trumpent player,4
soccer player,4
i am an afercain amarican,4
i like flowers,3
a mixed girl,4
a mixed girl,4
i'm a student,2
i like to hang out with my friends,0
i like to hang out with my friends,0
i like to hang out with my friends,0
i am a student.,2
i love chicken,0
i like games,0
i like games,0
i am trying to find the right people to hang out with,4
i am trying to find the right people to hang out with,4
[teacher] student,2
i like math,0
i like math,0
im  haitian,4
saxophone player,4
i am someone who loves the beach,4
smart,4
i am a person that wants to sky dive when am older,1
i am a person that wants to sky dive when am older,1
my favorite candy is air heads.,4
i like sprite,3
my favorite subject is english.,4
my favorite subject is english.,4
my favorite subject is english.,4
i have 8 pairs of shoes,4
grandaughter,4
grandaughter,4
i love work,0
i love work,0
i hope to be fluent in spanish when i am older.,4
i am a genuis,4
im bajan,4
i am a person that has a cat,1
i am a person that has a cat,1
my favorite color is blue and red,4
i am a person that likes basketball,1
i am a person that likes basketball,1
i am a person that likes basketball,1
i'm an animal lover,4
i like to spend time with my family,0
i like to spend time with my family,0
i like traveling,0
i like traveling,0
i am a person who likes ice cream.,1
i am a person who likes ice cream.,1
i am a girl who loves to bake,4
i am a girl who loves to bake,4
i am a girl who loves to bake,4
i like foot ball,0
i like foot ball,0
i have 14 siblings,4
i am scholarly,4
babysitter,4
funny,4
i am someone who loves being clean,4
my favorite show is spongebob,4
hate halloween,4
im a shy person,1
im a shy person,1
i am someone who likes laughing,4
i am someone who likes laughing,4
i love cachpu,0
iamm,4
i like art,0
i like art,0
i like cars,0
l speak cape verdean creole,4
l speak cape verdean creole,4
i am someone who has dark brown hair,4
i am a proud capeverdean.,4
student,2
i am a volleyball player.,4
i'm a cape verde,4
i'm good at singing,4
i am hard working,4
i like cars,0
i like the music from the weekend,0
i like the music from the weekend,0
i love roblox,0
i love roblox,0
i stress a lot over little things.,4
i speak english,4
i speak english,4
i like play stuff outside of school,0
i am the last kids,4
i am in 6 grade,4
i am in 6 grade,4
i am in 6 grade,4
i am the person that want it to snow every day,1
i love suhi.,0
i love pizza,0
i like moving and doing things like traveling.,0
i like moving and doing things like traveling.,0
i am [first name],4
i am someone who is from [location].,4
i have a twin sister,4
i'm also an older sister of one,4
i'm also an older sister of one,4
i am a person whos nice and never cruel,1
i am a person whos nice and never cruel,1
i have three sisters and i'm the oldest.,4
i am [first name],4
i am a student,2
i like money,0
i am black african american.,4
i don't like vegetables (except for cute-cumbers),0
i'm lactose intolerant.,4
i like shows,0
my favorite color is light purple.,4
i am a christian,4
i speak both english and cape verdean creole,4
i speak both english and cape verdean creole,4
i like math,0
i like math,0
i like playing games,0
i like playing games,0
i'm hard on myself.,4
i like my mom,0
i like my mom,0
i am a jugedmental person sometimes,1
i am a jugedmental person sometimes,1
i like to do puzzles.,0
i like to do puzzles.,0
my favorite color is baby pink,4
not like exit ticket,3
i am loving,4
i want money,4
am smort,4
i am a person with straight hair.,1
i am a person with straight hair.,1
i play bari sax,4
i have nothing else to say,4
i am a students,4
friend of [first last name],4
"the things that i don't about school is the academic part but i only like talking to friends and science, ela and math sometimes.",0
"the things that i don't about school is the academic part but i only like talking to friends and science, ela and math sometimes.",0
i am someone who thinks the mathia robot is a boy,4
i like talking to my friends,0
i like talking to my friends,0
i have social anxiety.,4
i am a person who is neat and tidy.,1
i am a person who is neat and tidy.,1
i can dress good,4
i love to clean. i like things clean.,0
i am smart,4
i play basketball,4
i am 5'3.,4
i like crocs,0
i am someone how loves the color black,4
i can dress good,4
i am a person who like to stay in the pool,1
i am a person who like to stay in the pool,1
i like my 7th grade reading teacher.,0
i like my 7th grade reading teacher.,0
i like purple jeans.,0
i like music,0
i'm a big sister,4
i'm a big sister,4
i am someone that loves my brother.,4
i am someone that loves my brother.,4
i love to go shopping.,0
i love to go shopping.,0
i have 2 cats.,4
i am a romance lover,4
i am 13,4
i like riding bikes,0
i like riding bikes,0
ilove to play,4
i am a big brother,4
i am a big brother,4
i like being dominican american,0
i like being dominican american,0
i like cooking,0
i like cooking,0
i am somebody that likes english class.,4
i am somebody that likes english class.,4
i am somebody that likes english class.,4
i am someone who loves games,4
i am someone who loves games,4
i have a black iphone 11,4
i have 1 sibbling,4
don't and do like math but here we are and i have to do this so why not do good i guess,0
don't and do like math but here we are and i have to do this so why not do good i guess,0
i like cook,0
i like cook,0
i am cape verden,4
i am loveable,4
im cool,4
i like pineapple,3
cook,4
i am good at cross country,4
i am good at cross country,4
i have brown hair.,4
i am jealous,4
im a loveable person,1
im a loveable person,1
i not like english,0
i not like english,0
i speak english. my native language was luganda.,4
i have 4 sisters,4
i am a student,2
im a movie watcher,4
generous,4
i am someone that has a brother.,4
i am a brother,4
i am a brother,4
i am [first name] a fisherman,4
i am [first name] a fisherman,4
i am a person who loves my family.,1
i am a person who loves my family.,1
i would like to have more example before getting to the point.,0
"i am 5,4",4
im short,4
i'm a money kid,4
i'm a money kid,4
im a students,4
i like soccer,0
i like soccer,0
i am sensitive,4
i'm a 6 grader,4
i'm a 6 grader,4
i'm a 6 grader,4
a person in honors classes,1
a person in honors classes,1
i used to play the clarinet,4
i speak a lot language,4
i'm alergic to pineaple,4
i like math and science,0
i like math and science,0
i like to watch marvel movies.,0
i like to watch marvel movies.,0
i am kind,4
i am a student,2
i love art,0
i love art,0
i love clothing,0
i love clothing,0
a jokester,4
my best friend is my best friend,4
im good at math (sometimes),4
a enemy to some people,4
i like to sleep,0
i like to sleep,0
my favorite color is purple,4
i like slushies.,3
i like video games,0
i like video games,0
i'm a girl,0
i like to paint my nails,0
i like to paint my nails,0
i like drawing and reading sometimes,0
i like drawing and reading sometimes,0
i like drawing and reading sometimes,0
i'm leter,4
i am a fan of ronaldo,4
i am a fan of ronaldo,4
mean,4
a talkitave person,1
i am a feem for roblox.,4
i am a feem for roblox.,4
i am a girl,0
i like [teacher],0
i like [teacher],0
i like cheteo puffs,3
i have curly hair,4
i'm blond,4
i am a sixth grader,4
i am a sixth grader,4
i am a sixth grader,4
i like animals,0
i have good grades,4
i have good grades,4
i have good grades,4
i love chicken,0
i have 3 siblings,4
i am 11 years old,4
i am a food lover,4
i love to sleep,0
i love to sleep,0
i love sweaters,0
i am haitian.,4
i like to play on my trampoline,0
i like to play on my trampoline,0
i dont like dogs,0
i am [first name],4
i have 1 sister and 1 half brother,4
i'm short,4
i like my friend's,0
i like my friend's,0
i like a soccer,0
i like a soccer,0
someone who wears the same sweater every day,4
i like no school,0
i like no school,0
i have lot of family,4
i'm a animal lover.,4
i am human,4
im in honors academy,4
im in honors academy,4
i like blue,0
i love sports,0
i love sports,0
i am a track and field runner,4
i am jamacian,4
i have 4 siblings,4
i am a girl,0
i am a person who likes to draw.,1
i am a person who likes to draw.,1
i am a person who likes to draw.,1
patient,4
i am a person who plays games,1
i am a person who plays games,1
i like cat's,0
bye,4
i like movies,0
i have a lot of cousins,4
i like to learn math,0
i like to learn math,0
i like to play games,0
i like to play games,0
i am an nba fan,4
i am an nba fan,4
i like doughnuts,3
a creative person,1
i have one brother,4
i'm inpatient,4
a fortnite player,4
i am him,4
i'm a boy,4
i like space,0
i like space,0
my favorite holiday is christmas,4
friendly,4
fortnite player,4
i like to renne,3
i like money,0
other planets look unique,4
i am someone who lives in a house,4
i am the only daughter of 4 kids,4
i am the only daughter of 4 kids,4
i am the only daughter of 4 kids,4
i am mostly tired,4
im older than a country by a month an 5 days,4
basketball enjoyer,4
basketball enjoyer,4
i have 2 sisters.,4
i am someone who likes to go swimming.,4
i am someone who likes to go swimming.,4
i am a good guy,4
i am a good guy,4
i go to the gym,4
i like my dad,0
i like my dad,0
i love my family.,0
i love my family.,0
i don't have glasses,4
i play soccer,4
im in middle school,4
im in middle school,4
im in middle school,4
i am someone who loves math .,4
i am someone who loves math .,4
i am the middle child,4
i am the middle child,4
i love going on vacations,0
i love going on vacations,0
i am person that want a dog,1
i am person that want a dog,1
i am a funny person,1
i am a funny person,1
i love jewelery,0
i love jewelery,0
i am a young female who loves to read.,4
i am a young female who loves to read.,4
i am a young female who loves to read.,4
i love cats,0
i like fashions,3
i like fashions,3
im a good sister,4
im a good sister,4
im a good sister,4
i'm an english speaking person,1
i'm an english speaking person,1
a boy,4
my birthday is in june,4
i like new clothes and new shoes.,0
i like new clothes and new shoes.,0
i get nervous.,4
youtube watcher,4
i am in 6 grade.,4
i am in 6 grade.,4
i am in 6 grade.,4
i am the oldest sister,4
student,2
cars like testla are cool,0
i am passionate,4
i am friendly.,4
i am a student,2
i am somebody who does good in math.,4
vacation is fun,4
i am a person who is looked down upon,1
i am a person who is looked down upon,1
i am a person that likes games,1
i am a person that likes games,1
i am a person that likes games,1
i like to dance,0
i like to dance,0
i love chicken,0
im smart,4
i have siblings,4
i am [first name] and i love the color pink.,0
i am [first name] and i love the color pink.,0
i like games,0
i like games,0
i have a pet,4
i like art class,0
i like art class,0
i like art class,0
i love going to funz with my friends,0
i love going to funz with my friends,0
i love going to funz with my friends,0
i like basketball,0
i like basketball,0
good at reading,4
i am a nice studant,4
i am a gymnast.,4
i am smart,4
i like,3
i am african american,4
i have blue eyes,4
i like sports,0
i like sports,0
i like looking a schools,0
i like to drink water,0
i participate in chorus.,4
i am a soccer player,4
i like school only because of my friends.,0
i like school only because of my friends.,0
i like school only because of my friends.,0
i' sudit lore,4
im a food lover,4
"i am a cheerleader,",4
"i am a cheerleader,",4
i like chips,0
i am 5 feet 6 inches tall.,4
i like madden,3
i like madden,3
i am tall.,4
i like making money,0
i am a student,2
someone who likes sour patch kids,4
i love my old kittens and puppies and miss them,0
i love my old kittens and puppies and miss them,0
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i am african american (ugandan),4
im a hard worker,4
i'm 13,4
i am a english speaking person.,1
i am a english speaking person.,1
i am a english speaking person.,1
[first name] friend,4
l have a twin sister,4
ii love to sleep,0
ii love to sleep,0
i am from massachusetts,4
somebody who is a big sister,4
somebody who is a big sister,4
someone who plays games freqently,4
determined,4
i like snakes,3
i am a dog mom,4
i am a dog mom,4
i'm a gamer.,4
i like certain sports,0
i like certain sports,0
i am a spiderman fan,4
person,1
i watch animae.,4
i am 6th grader .,4
i am 6th grader .,4
i am 6th grader .,4
i like water,0
i dont like writing a lot.,0
i dont like writing a lot.,0
i dont like to talk if i feel your not listening.,0
i dont like to talk if i feel your not listening.,0
im a 8th grader,4
im a 8th grader,4
im a 8th grader,4
i'm a girl,0
i'm a middle child,4
i'm a middle child,4
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
i want to be as smart as a sciecntic.,4
air,4
a am a middile school student,2
a am a middile school student,2
a am a middile school student,2
i like to play fights with my sisters,0
i like to play fights with my sisters,0
i like history class,0
i like history class,0
[letter of name],4
[special characters unintelligble] a scammer,4
i am a student,2
im funny,4
i have good grades in english and social studies,4
i have good grades in english and social studies,4
i have good grades in english and social studies,4
i am the youngest child on my mom side,4
i am the youngest child on my mom side,4
and i love waching vidos,0
and i love waching vidos,0
im drake,4
i am a student,2
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i am self-suffient.,4
i talk alot,4
i'm half spanish and half brazilian,4
i am sicence guy,4
i am sicence guy,4
im a girl,4
i'm somebody who likes to use roblox,4
i'm somebody who likes to use roblox,4
i am a [school name + mascot].,4
l have brown eyes.,4
i like to hang out with my friends,0
i like to hang out with my friends,0
i like summer,0
i like box,3
i am a girl,0
i like basketball,0
i like basketball,0
best fortnite player,4
i am a person that likes math.,1
i am a person that likes math.,1
i am a person that likes math.,1
i am good at cheer,4
i am the middle child.,4
i am the middle child.,4
daughter of [first last name],4
daughter of [first last name],4
i am [first middle last name],4
my favorite artist is pure o juice.,4
little sister of [first last name],4
little sister of [first last name],4
i am an athlete.,4
i play soccer,4
i am me,4
from [city],4
im short,4
respectful,4
i am someone who is play full when i get to know you,4
i am cape verdean.,4
i'm mix black and whit,4
i'm a daughter,4
i find math challenging sometimes,0
i like food,0
cape verdean,4
bye,4
i like to participate in musicals/plays.,0
i like to participate in musicals/plays.,0
my favorite hoodie brand is essentials,4
i like watermelon,3
