stu_id,answer_rank,who_am_i,code,valence,year
stu_VFKRH03938,12,i am a kind person,44.0,positive,2023-2024
stu_VFKRH03938,12,i am a kind person,21.0,none,2023-2024
stu_RNIHY62490,18,I am strong,35.0,positive,2023-2024
stu_NRKZA72454,19,I like kitten posts.,24.0,positive,2023-2024
stu_SAOLH99639,16,i like tiktock,27.0,positive,2023-2024
stu_SAOLH99639,16,i like tiktock,24.0,positive,2023-2024
stu_CWJCN88700,9,I am in love with animals,24.0,positive,2023-2024
stu_CTAZU65504,17,I like dancing,26.0,positive,2023-2024
stu_CTAZU65504,17,I like dancing,24.0,positive,2023-2024
stu_LTSJK02079,14,I have a cat,32.0,none,2023-2024
stu_FWPPR22255,12,I am good at game,31.0,positive,2023-2024
stu_SJNFF34466,13,plays roblox,28.0,neutral,2023-2024
stu_LNFOE66635,9,i like watching movies,31.0,positive,2023-2024
stu_LNFOE66635,9,i like watching movies,24.0,positive,2023-2024
stu_VFKRH03938,15,i am a smart person,43.0,positive,2023-2024
stu_VFKRH03938,15,i am a smart person,21.0,none,2023-2024
stu_VFKRH03938,15,i am a smart person,25.0,positive,2023-2024
stu_IDHIE84911,16,i like to chopigne,31.0,positive,2023-2024
stu_IDHIE84911,16,i like to chopigne,24.0,positive,2023-2024
stu_QPHPK12517,3,happy,45.0,positive,2023-2024
stu_MTCIM85775,5,I am a son,12.0,neutral,2023-2024
stu_MTCIM85775,5,I am a son,2.0,boy,2023-2024
stu_LVOOZ80056,11,I am beautiful.,35.0,positive,2023-2024
stu_WPVZY01902,19,I like Money,34.0,positive,2023-2024
stu_WPVZY01902,19,I like Money,24.0,positive,2023-2024
stu_UEYTM01990,8,I play softball,29.0,neutral,2023-2024
stu_CQRFU18177,14,my favorite color is green,24.0,positive,2023-2024
stu_XXEBH66449,19,I am a student,14.0,neutral,2023-2024
stu_WAWDW95831,3,I love sports.,29.0,positive,2023-2024
stu_WAWDW95831,3,I love sports.,24.0,positive,2023-2024
stu_HVWUJ52450,8,i dont like school,14.0,negative,2023-2024
stu_WBAVA84528,7,i like taco bell,24.0,positive,2023-2024
stu_MYCLF44200,13,I like diamonds.,24.0,positive,2023-2024
stu_OMSFY97090,18,im a students,14.0,neutral,2023-2024
stu_FUILC09238,1,a tall person,35.0,neutral,2023-2024
stu_BESSB35006,3,`I like to use my phone,27.0,positive,2023-2024
stu_BESSB35006,3,`I like to use my phone,24.0,positive,2023-2024
stu_VNSDU81090,19,i love math,25.0,positive,2023-2024
stu_VNSDU81090,19,i love math,24.0,positive,2023-2024
stu_OQLOS45541,19,I'm a friend.,10.0,neutral,2023-2024
stu_WBAVA84528,20,and i like my family,24.0,positive,2023-2024
stu_WBAVA84528,20,and i like my family,12.0,positive,2023-2024
stu_NJZBY59884,3,"my fav color is blue,black",24.0,positive,2023-2024
stu_CPVXX19825,20,I like babysitting my 3 year old brother,31.0,positive,2023-2024
stu_CPVXX19825,20,I like babysitting my 3 year old brother,12.0,positive,2023-2024
stu_CPVXX19825,20,I like babysitting my 3 year old brother,24.0,positive,2023-2024
stu_CETOG17008,16,loud,46.0,neutral,2023-2024
stu_CETOG17008,16,loud,44.0,neutral,2023-2024
stu_BJJXN95776,13,I am 12 years of age,4.0,12,2023-2024
stu_QQAHK93946,20,I like sketching in the sketchbook,26.0,positive,2023-2024
stu_QQAHK93946,20,I like sketching in the sketchbook,24.0,positive,2023-2024
stu_HBPKA70291,1,a cook,31.0,neutral,2023-2024
stu_RUBQU39803,19,i am a playful person,44.0,positive,2023-2024
stu_EUIXK95276,20,"I'm a student at the [SCHOOL NAME] I love dancing, singing, gym class, Art class, eating food",31.0,positive,2023-2024
stu_EUIXK95276,20,"I'm a student at the [SCHOOL NAME] I love dancing, singing, gym class, Art class, eating food",14.0,neutral,2023-2024
stu_EUIXK95276,20,"I'm a student at the [SCHOOL NAME] I love dancing, singing, gym class, Art class, eating food",24.0,positive,2023-2024
stu_EUIXK95276,20,"I'm a student at the [SCHOOL NAME] I love dancing, singing, gym class, Art class, eating food",26.0,positive,2023-2024
stu_EUIXK95276,20,"I'm a student at the [SCHOOL NAME] I love dancing, singing, gym class, Art class, eating food",29.0,positive,2023-2024
stu_HEPWQ98561,15,i like helping my mom on certain stuff.,31.0,positive,2023-2024
stu_HEPWQ98561,15,i like helping my mom on certain stuff.,12.0,positive,2023-2024
stu_HEPWQ98561,15,i like helping my mom on certain stuff.,24.0,positive,2023-2024
stu_QCKDZ64012,3,I love eating food,24.0,positive,2023-2024
stu_JOVOI38701,20,I am someone who likes pancakes.,24.0,positive,2023-2024
stu_WEADW20158,20,im a funny person,46.0,positive,2023-2024
stu_WEADW20158,20,im a funny person,21.0,none,2023-2024
stu_VFKRH03938,8,i love the game,28.0,positive,2023-2024
stu_RFRYE74718,15,I am a person that likes cats,24.0,positive,2023-2024
stu_LKAAV41369,2,I am the youngest child,22.0,youngestchild,2023-2024
stu_LKAAV41369,2,I am the youngest child,12.0,neutral,2023-2024
stu_XHGVP79664,10,im an only child,22.0,onlychild,2023-2024
stu_XHGVP79664,10,im an only child,12.0,neutral,2023-2024
stu_NXWSI70882,2,a person who plays videogames,28.0,neutral,2023-2024
stu_FNVBP19615,4,I play a lot of sports.,29.0,neutral,2023-2024
stu_WWNBY52737,13,I am a runner.,29.0,neutral,2023-2024
stu_FVHVM49769,14,i live with both of my parents,12.0,neutral,2023-2024
stu_KOUYR40301,18,I like Mathia,24.0,positive,2023-2024
stu_KOUYR40301,18,I like Mathia,14.0,positive,2023-2024
stu_ECYEC76336,16,I am a [SCHOOL NAME MASCOT],14.0,neutral,2023-2024
stu_WTRMC77187,1,I like math,25.0,positive,2023-2024
stu_WTRMC77187,1,I like math,24.0,positive,2023-2024
stu_SQLXP95993,12,I sit next to [FIRST NAME],47.0,neutral,2023-2024
stu_AHWRN95528,4,I am someone who likes soccer,29.0,positive,2023-2024
stu_AHWRN95528,4,I am someone who likes soccer,24.0,positive,2023-2024
stu_UYUIH18635,9,I like video games,28.0,positive,2023-2024
stu_UYUIH18635,9,I like video games,24.0,positive,2023-2024
stu_TSQUQ54202,8,I love kids.,44.0,positive,2023-2024
stu_JOVOI38701,8,I am a person who likes pizza.,24.0,positive,2023-2024
stu_VFKRH03938,10,i am someone's son,12.0,neutral,2023-2024
stu_VFKRH03938,10,i am someone's son,2.0,boy,2023-2024
stu_YXJEP22115,2,I am an 8th grader,22.0,8thgrade,2023-2024
stu_YXJEP22115,2,I am an 8th grader,4.0,8thgrade,2023-2024
stu_YXJEP22115,2,I am an 8th grader,14.0,neutral,2023-2024
stu_EJIML93711,17,I like doing nails,30.0,positive,2023-2024
stu_EJIML93711,17,I like doing nails,24.0,positive,2023-2024
stu_XHPVX80161,7,a fortnite lover,28.0,positive,2023-2024
stu_XHPVX80161,7,a fortnite lover,24.0,positive,2023-2024
stu_GXMFA19655,1,student,14.0,neutral,2023-2024
stu_ZYUDW82089,2,a gamer,28.0,neutral,2023-2024
stu_CINVJ49388,7,rocket league player,28.0,neutral,2023-2024
stu_EUIXK95276,16,"I'm a student at the [SCHOOL NAME] I love dancing, singing, gym class, Art class, eating food",31.0,positive,2023-2024
stu_EUIXK95276,16,"I'm a student at the [SCHOOL NAME] I love dancing, singing, gym class, Art class, eating food",14.0,neutral,2023-2024
stu_EUIXK95276,16,"I'm a student at the [SCHOOL NAME] I love dancing, singing, gym class, Art class, eating food",24.0,positive,2023-2024
stu_EUIXK95276,16,"I'm a student at the [SCHOOL NAME] I love dancing, singing, gym class, Art class, eating food",26.0,positive,2023-2024
stu_EUIXK95276,16,"I'm a student at the [SCHOOL NAME] I love dancing, singing, gym class, Art class, eating food",29.0,positive,2023-2024
stu_NYHDW07721,2,A girl,2.0,girl,2023-2024
stu_RDOVU20570,19,i am math lover,25.0,positive,2023-2024
stu_RDOVU20570,19,i am math lover,24.0,positive,2023-2024
stu_QZOUO83023,3,I like dragons,24.0,positive,2023-2024
stu_MTCIM85775,19,A 6th grader,22.0,6thgrade,2023-2024
stu_MTCIM85775,19,A 6th grader,4.0,6thgrade,2023-2024
stu_MTCIM85775,19,A 6th grader,14.0,neutral,2023-2024
stu_WPVZY01902,8,i dont like 1 hour and a half of math,24.0,negative,2023-2024
stu_WPVZY01902,8,i dont like 1 hour and a half of math,14.0,negative,2023-2024
stu_UHXBA77476,1,I'm a girl,2.0,girl,2023-2024
stu_RSKDK68207,14,I am heterosexual (I like males).,3.0,straight,2023-2024
stu_ABSGH36082,19,I want to be a nurse,13.0,positive,2023-2024
stu_WBAVA84528,14,i like cars,24.0,positive,2023-2024
stu_SAOLH99639,8,a boy,2.0,boy,2023-2024
stu_UYFTQ45542,5,I am a very smart student,43.0,positive,2023-2024
stu_UYFTQ45542,5,I am a very smart student,14.0,positive,2023-2024
stu_UYFTQ45542,5,I am a very smart student,25.0,positive,2023-2024
stu_QHOON52054,7,I am smart,43.0,positive,2023-2024
stu_QHOON52054,7,I am smart,25.0,positive,2023-2024
stu_NKHRJ04957,9,i like blue,24.0,positive,2023-2024
stu_UTXBZ05806,20,i am someone that has been playing soccer for 3 and half years,29.0,positive,2023-2024
stu_UTXBZ05806,20,i am someone that has been playing soccer for 3 and half years,24.0,positive,2023-2024
stu_PFDTL78462,19,I am very honest.,40.0,positive,2023-2024
stu_SJNFF34466,9,a twin,12.0,neutral,2023-2024
stu_HBPKA70291,5,a movie person,31.0,neutral,2023-2024
stu_ORUUL82324,3,I do karate (jiujitsu),29.0,neutral,2023-2024
stu_XHPVX80161,9,i am my fathers son,12.0,neutral,2023-2024
stu_XHPVX80161,9,i am my fathers son,2.0,boy,2023-2024
stu_UTXBZ05806,19,i am someone who likes to watch soccer games,31.0,positive,2023-2024
stu_UTXBZ05806,19,i am someone who likes to watch soccer games,24.0,positive,2023-2024
stu_XCKNQ66212,13,i'm trustworthy,46.0,positive,2023-2024
stu_XCKNQ66212,13,i'm trustworthy,40.0,positive,2023-2024
stu_HEPWQ98561,12,i like ice cream,24.0,positive,2023-2024
stu_NRKZA72454,16,Life is very boring right now.,47.0,negative,2023-2024
stu_ERQCY81201,16,I am a girl who wants to go horseback riding.,33.0,none,2023-2024
stu_ERQCY81201,16,I am a girl who wants to go horseback riding.,2.0,girl,2023-2024
stu_UEDQL23543,4,good at math,25.0,positive,2023-2024
stu_VUNQZ79892,17,im a kid,22.0,child,2023-2024
stu_VUNQZ79892,17,im a kid,4.0,child,2023-2024
stu_ANAWT41929,16,I love cars,24.0,positive,2023-2024
stu_JOKOV89559,19,I am someone who loves perfume,30.0,positive,2023-2024
stu_JOKOV89559,19,I am someone who loves perfume,24.0,positive,2023-2024
stu_EHLZF06092,5,I am a person who does not like homework,14.0,negative,2023-2024
stu_UAFAK64772,4,black hair,35.0,neutral,2023-2024
stu_FASQN45304,15,I am someone who tries their hardest.,41.0,positive,2023-2024
stu_PSHPN85751,3,im a fortnite skibidi toilet brrrrrr,48.0,none,2023-2024
stu_FNVBP19615,19,I hate feeling stupid or dumb.,43.0,negative,2023-2024
stu_FNVBP19615,19,I hate feeling stupid or dumb.,25.0,negative,2023-2024
stu_TDURA35752,4,I am a dog owner,32.0,none,2023-2024
stu_WRQAA62017,9,I like english,25.0,positive,2023-2024
stu_WRQAA62017,9,I like english,24.0,positive,2023-2024
stu_CJHBB29429,6,I am a person that likes to game,28.0,positive,2023-2024
stu_CJHBB29429,6,I am a person that likes to game,24.0,positive,2023-2024
stu_PSHPN85751,20,bye bye,48.0,none,2023-2024
stu_WTRMC77187,16,Saturn has rings and i like to see it,31.0,positive,2023-2024
stu_WTRMC77187,16,Saturn has rings and i like to see it,24.0,positive,2023-2024
stu_HBPKA70291,6,goffy,45.0,neutral,2023-2024
stu_EQSJM78476,10,I am black,6.0,black,2023-2024
stu_QQAHK93946,10,I can't speak vietnamese but i understand it,25.0,neutral,2023-2024
stu_QQAHK93946,10,I can't speak vietnamese but i understand it,22.0,vietnameseunderstanding,2023-2024
stu_DHTXQ91573,9,I am a students from 6 grades,22.0,6thgrade,2023-2024
stu_DHTXQ91573,9,I am a students from 6 grades,4.0,6thgrade,2023-2024
stu_DHTXQ91573,9,I am a students from 6 grades,14.0,neutral,2023-2024
stu_PFDTL78462,10,I speak English.,25.0,neutral,2023-2024
stu_PFDTL78462,10,I speak English.,22.0,englishspeaker,2023-2024
stu_CULOH75877,6,I am cool,46.0,positive,2023-2024
stu_FNVBP19615,2,I consider myself athletic.,29.0,neutral,2023-2024
stu_RUBQU39803,13,i am a ex- amabasodor,22.0,ex-ambassador,2023-2024
stu_UTXBZ05806,15,and i am someone who loves the color blue,24.0,positive,2023-2024
stu_WZRKM29688,20,i like jjk,24.0,positive,2023-2024
stu_OQLOS45541,12,I'm a older sister.,12.0,neutral,2023-2024
stu_OQLOS45541,12,I'm a older sister.,2.0,girl,2023-2024
stu_KJOZZ30475,12,I like writing.,25.0,positive,2023-2024
stu_KJOZZ30475,12,I like writing.,24.0,positive,2023-2024
stu_NWRRN03456,12,I don't like to be stressful.,45.0,negative,2023-2024
stu_IGLSS89625,7,i like my bestie because a have 2,24.0,positive,2023-2024
stu_IGLSS89625,7,i like my bestie because a have 2,10.0,positive,2023-2024
stu_SAOLH99639,5,food eater,31.0,neutral,2023-2024
stu_MTCIM85775,10,I am hard working,41.0,positive,2023-2024
stu_FVHVM49769,12,i can speak 2 languages,43.0,positive,2023-2024
stu_FVHVM49769,12,i can speak 2 languages,25.0,positive,2023-2024
stu_PYEUW09959,16,I like to bake,31.0,positive,2023-2024
stu_PYEUW09959,16,I like to bake,24.0,positive,2023-2024
stu_YGBLH44260,2,I am somebody that likes games.,31.0,positive,2023-2024
stu_YGBLH44260,2,I am somebody that likes games.,24.0,positive,2023-2024
stu_FTOYB42084,18,im a nice person,44.0,positive,2023-2024
stu_FTOYB42084,18,im a nice person,21.0,none,2023-2024
stu_CULOH75877,3,I am kind,44.0,positive,2023-2024
stu_HXXCS05602,20,i'm short,35.0,neutral,2023-2024
stu_IGLSS89625,3,i like my friend,24.0,positive,2023-2024
stu_IGLSS89625,3,i like my friend,10.0,positive,2023-2024
stu_MYCLF44200,3,I am black.,6.0,black,2023-2024
stu_FQEST23326,1,[FIRST LAST NAME],5.0,none,2023-2024
stu_CNIXS57234,17,I am indpendent,41.0,positive,2023-2024
stu_FBWGP41232,15,I like to help my friends with homework,31.0,positive,2023-2024
stu_FBWGP41232,15,I like to help my friends with homework,10.0,positive,2023-2024
stu_FBWGP41232,15,I like to help my friends with homework,14.0,positive,2023-2024
stu_FBWGP41232,15,I like to help my friends with homework,24.0,positive,2023-2024
stu_HBPKA70291,17,love my brothers,12.0,positive,2023-2024
stu_QACJQ31561,9,my fav supject is math,14.0,positive,2023-2024
stu_XSQUV53095,17,I AM [FIRST NAME] A FOOD LOVER,24.0,positive,2023-2024
stu_XSQUV53095,17,I AM [FIRST NAME] A FOOD LOVER,5.0,none,2023-2024
stu_SJNFF34466,10,i have a dog,32.0,none,2023-2024
stu_CNIFN64507,9,im a gamer,28.0,neutral,2023-2024
stu_SQLXP95993,3,My favorite color is pink,24.0,positive,2023-2024
stu_BJJXN95776,14,I love watching television,31.0,positive,2023-2024
stu_BJJXN95776,14,I love watching television,24.0,positive,2023-2024
stu_CULOH75877,5,I am 5'5,35.0,neutral,2023-2024
stu_BESSB35006,6,I like pizza,24.0,positive,2023-2024
stu_OAZKI17777,20,[FIRST NAME],5.0,none,2023-2024
stu_CJHBB29429,12,My favorite ice cream is vanilla,24.0,positive,2023-2024
stu_KOUYR40301,12,i'm a straight A student,14.0,positive,2023-2024
stu_DUOEM76163,19,I'm the youngest person in my class,14.0,neutral,2023-2024
stu_DUOEM76163,19,I'm the youngest person in my class,4.0,youngest,2023-2024
stu_MKEGQ97127,16,I'm a brown haired person,35.0,neutral,2023-2024
stu_FASQN45304,8,I am my grandma's first granddaughter.,12.0,neutral,2023-2024
stu_FASQN45304,8,I am my grandma's first granddaughter.,2.0,girl,2023-2024
stu_CWQDV67579,2,I am smart,43.0,positive,2023-2024
stu_CWQDV67579,2,I am smart,25.0,positive,2023-2024
stu_NXWSI70882,5,A quick tempered person if I barely fail a Mathstream because I can't skip the video if I already know how to do it,14.0,neutral,2023-2024
stu_YPZIM54297,16,I am a micky mouse lover,24.0,positive,2023-2024
stu_QQMSX84242,4,an older brother,12.0,neutral,2023-2024
stu_QQMSX84242,4,an older brother,2.0,boy,2023-2024
stu_LJAAE92948,18,"My favorite artist is Bruno mars, and drake",24.0,positive,2023-2024
stu_QCKDZ64012,15,i have a lot of friends,10.0,positive,2023-2024
stu_IDHIE84911,8,i love my friends,24.0,positive,2023-2024
stu_IDHIE84911,8,i love my friends,10.0,positive,2023-2024
stu_IDHIE84911,6,i love cat,24.0,positive,2023-2024
stu_GCHCS91000,19,i am a blm supporter,23.0,blm supporter,2023-2024
stu_UAFAK64772,15,5'6,35.0,neutral,2023-2024
stu_FHADA27602,7,i kinda like school,14.0,positive,2023-2024
stu_FHADA27602,7,i kinda like school,24.0,positive,2023-2024
stu_XCKNQ66212,9,i'm black kid with braids,35.0,neutral,2023-2024
stu_XCKNQ66212,9,i'm black kid with braids,4.0,child,2023-2024
stu_XCKNQ66212,9,i'm black kid with braids,6.0,black,2023-2024
stu_XCKNQ66212,9,i'm black kid with braids,22.0,child,2023-2024
stu_MMZHT88458,17,i can sing,26.0,neutral,2023-2024
stu_YXBHV58732,17,I like school teachers,24.0,positive,2023-2024
stu_YXBHV58732,17,I like school teachers,14.0,positive,2023-2024
stu_NKHRJ04957,12,I love chocolate,24.0,positive,2023-2024
stu_CNIFN64507,7,im a soccer player,29.0,neutral,2023-2024
stu_IZQGI75719,6,I have 6 siblings,12.0,neutral,2023-2024
stu_MKEGQ97127,6,I'm a plant lover,24.0,positive,2023-2024
stu_EHYTZ32137,8,I'm good with kids,44.0,positive,2023-2024
stu_WPVZY01902,2,I like games,31.0,positive,2023-2024
stu_WPVZY01902,2,I like games,24.0,positive,2023-2024
stu_DUOEM76163,10,I like baseball and soccer,29.0,positive,2023-2024
stu_DUOEM76163,10,I like baseball and soccer,24.0,positive,2023-2024
stu_HEPWQ98561,14,i like styling hair.,30.0,positive,2023-2024
stu_HEPWQ98561,14,i like styling hair.,24.0,positive,2023-2024
stu_NWVEW24693,8,i like math if its fun,25.0,positive,2023-2024
stu_NWVEW24693,8,i like math if its fun,24.0,positive,2023-2024
stu_YPZIM54297,15,I am a older sibling,12.0,neutral,2023-2024
stu_FASQN45304,17,I am someone who is 12 years old.,4.0,12,2023-2024
stu_NZWIU92234,13,I have a dog,32.0,none,2023-2024
stu_WAWDW95831,2,I am very good at math.,25.0,positive,2023-2024
stu_YSQPA55709,13,i like frut,24.0,positive,2023-2024
stu_IIOVZ06372,19,I like going to restaurants,31.0,positive,2023-2024
stu_IIOVZ06372,19,I like going to restaurants,24.0,positive,2023-2024
stu_WAWDW95831,7,I am good at volleyball.,29.0,positive,2023-2024
stu_MXNSB23169,12,I like to sleep.,31.0,positive,2023-2024
stu_MXNSB23169,12,I like to sleep.,24.0,positive,2023-2024
stu_LTSJK02079,12,I like to play alone sometimes,31.0,positive,2023-2024
stu_LTSJK02079,12,I like to play alone sometimes,24.0,positive,2023-2024
stu_OQLOS45541,8,I'm a family person.,44.0,neutral,2023-2024
stu_OQLOS45541,8,I'm a family person.,12.0,neutral,2023-2024
stu_LNFOE66635,20,im leader not follower,46.0,positive,2023-2024
stu_LNFOE66635,20,im leader not follower,43.0,positive,2023-2024
stu_NYHDW07721,5,African-American,6.0,african-american,2023-2024
stu_QQMSX84242,3,a younger brother,12.0,neutral,2023-2024
stu_QQMSX84242,3,a younger brother,2.0,boy,2023-2024
stu_OFWAG94272,8,I'm the oldest child of 3,22.0,oldestchild,2023-2024
stu_OFWAG94272,8,I'm the oldest child of 3,12.0,neutral,2023-2024
stu_IZQGI75719,18,i like going outside,31.0,positive,2023-2024
stu_IZQGI75719,18,i like going outside,24.0,positive,2023-2024
stu_CQRFU18177,13,I love sleeping,31.0,positive,2023-2024
stu_CQRFU18177,13,I love sleeping,24.0,positive,2023-2024
stu_FUILC09238,9,im from west africa,7.0,west african,2023-2024
stu_EHXGF51692,17,I am [CITY] boxer,29.0,neutral,2023-2024
stu_EHXGF51692,17,I am [CITY] boxer,9.0,neutral,2023-2024
stu_ANQAT24428,14,i lke sour candy,24.0,positive,2023-2024
stu_VNSDU81090,7,i like spending time with family and friends,31.0,positive,2023-2024
stu_VNSDU81090,7,i like spending time with family and friends,10.0,positive,2023-2024
stu_VNSDU81090,7,i like spending time with family and friends,12.0,positive,2023-2024
stu_VNSDU81090,7,i like spending time with family and friends,24.0,positive,2023-2024
stu_VFKRH03938,1,i am a basketball player,29.0,neutral,2023-2024
stu_CAGAM03126,11,I am a person who loves music.,26.0,positive,2023-2024
stu_CAGAM03126,11,I am a person who loves music.,24.0,positive,2023-2024
stu_ZYUDW82089,18,i like tv,24.0,positive,2023-2024
stu_SJXEZ38047,9,I have curly hair.,35.0,neutral,2023-2024
stu_KCRZD23226,19,I like read books,31.0,positive,2023-2024
stu_KCRZD23226,19,I like read books,24.0,positive,2023-2024
stu_KCRZD23226,19,I like read books,25.0,positive,2023-2024
stu_UEYTM01990,20,I like to watch baseball.,31.0,positive,2023-2024
stu_UEYTM01990,20,I like to watch baseball.,24.0,positive,2023-2024
stu_UYFTQ45542,7,I am a singer type person not rapper,26.0,neutral,2023-2024
stu_EHLZF06092,4,I am black,6.0,black,2023-2024
stu_DZJHT48666,14,I love music,24.0,positive,2023-2024
stu_QQAHK93946,9,I use to do Kung Fu with my sibling,29.0,neutral,2023-2024
stu_QQAHK93946,9,I use to do Kung Fu with my sibling,12.0,neutral,2023-2024
stu_ZUARE93356,15,I like to go t o the water park,31.0,positive,2023-2024
stu_ZUARE93356,15,I like to go t o the water park,24.0,positive,2023-2024
stu_MZIVN56293,9,i was born in [CITY],9.0,neutral,2023-2024
stu_EJIML93711,19,I like watching moives.,31.0,positive,2023-2024
stu_EJIML93711,19,I like watching moives.,24.0,positive,2023-2024
stu_CQRFU18177,9,I care about my family,12.0,positive,2023-2024
stu_NMWSA27732,17,I speak two language,25.0,neutral,2023-2024
stu_NMWSA27732,17,I speak two language,22.0,bilingual,2023-2024
stu_QEGJI54214,18,i am a nike lover,30.0,positive,2023-2024
stu_QEGJI54214,18,i am a nike lover,24.0,positive,2023-2024
stu_UEDQL23543,14,a 8th grader,22.0,8thgrade,2023-2024
stu_UEDQL23543,14,a 8th grader,4.0,8thgrade,2023-2024
stu_UEDQL23543,14,a 8th grader,14.0,neutral,2023-2024
stu_OMSFY97090,14,im a students,14.0,neutral,2023-2024
stu_NMWSA27732,16,I have blue eyes,35.0,neutral,2023-2024
stu_VQFBG95862,13,i am a good person,40.0,positive,2023-2024
stu_ERQCY81201,18,i am a girl who loves to swim,29.0,positive,2023-2024
stu_ERQCY81201,18,i am a girl who loves to swim,2.0,girl,2023-2024
stu_ERQCY81201,18,i am a girl who loves to swim,24.0,positive,2023-2024
stu_CWQDV67579,9,I am a soccer player,29.0,neutral,2023-2024
stu_MRIWT64391,2,a student,14.0,neutral,2023-2024
stu_VUNQZ79892,18,im pizza lover,24.0,positive,2023-2024
stu_XUDYN03051,1,I am a boy,2.0,boy,2023-2024
stu_CPAQO78519,5,I am someone who loves fruits,24.0,positive,2023-2024
stu_CINVJ49388,18,[FIRST NAME] friend,10.0,neutral,2023-2024
stu_CINVJ49388,18,[FIRST NAME] friend,5.0,none,2023-2024
stu_WCANG48942,20,I am [FIRST NAME].,5.0,none,2023-2024
stu_NYHDW07721,10,Grandson of [FIRST LAST NAME],12.0,neutral,2023-2024
stu_NYHDW07721,10,Grandson of [FIRST LAST NAME],2.0,boy,2023-2024
stu_MXNSF14478,7,"I like my mother's cooking, but suppose sometimes my fathers",24.0,positive,2023-2024
stu_MXNSF14478,7,"I like my mother's cooking, but suppose sometimes my fathers",12.0,positive,2023-2024
stu_LKAAV41369,10,my favorite color is purple,24.0,positive,2023-2024
stu_CNIXS57234,4,I'm a student,14.0,neutral,2023-2024
stu_WAFQN21754,17,I am empathetic,44.0,positive,2023-2024
stu_NYHDW07721,6,A Student,14.0,neutral,2023-2024
stu_FPTDO32773,19,A fan of horror movies.,31.0,positive,2023-2024
stu_FPTDO32773,19,A fan of horror movies.,24.0,positive,2023-2024
stu_KCRZD23226,2,I like learning,25.0,positive,2023-2024
stu_KCRZD23226,2,I like learning,24.0,positive,2023-2024
stu_CNIFN64507,10,i like red,24.0,positive,2023-2024
stu_WAWDW95831,18,I love tag.,29.0,positive,2023-2024
stu_WAWDW95831,18,I love tag.,24.0,positive,2023-2024
stu_UYUIH18635,15,i like riding my bike,29.0,positive,2023-2024
stu_UYUIH18635,15,i like riding my bike,24.0,positive,2023-2024
stu_OMSFY97090,15,uim a students,14.0,neutral,2023-2024
stu_VENGZ10475,17,Very ambitious person,41.0,positive,2023-2024
stu_DJCZE13885,1,I'm a girl.,2.0,girl,2023-2024
stu_EQSJM78476,6,i am the favorite child,12.0,positive,2023-2024
stu_IZQGI75719,4,i play soccer,29.0,neutral,2023-2024
stu_LNFOE66635,7,cool,46.0,positive,2023-2024
stu_VSSOO37726,19,I don't when people talk about you,48.0,none,2023-2024
stu_YXBHV58732,14,I like music class,24.0,positive,2023-2024
stu_YXBHV58732,14,I like music class,14.0,positive,2023-2024
stu_JOVOI38701,16,I am someone who likes ice cream cake.,24.0,positive,2023-2024
stu_PJCOJ15115,6,I am a volleyball player,29.0,neutral,2023-2024
stu_QHOON52054,14,I am not a quitter,41.0,positive,2023-2024
stu_JOKOV89559,18,I am someone who loves writing.,25.0,positive,2023-2024
stu_JOKOV89559,18,I am someone who loves writing.,24.0,positive,2023-2024
stu_FASQN45304,5,I am the oldest of 2 children.,22.0,oldestchild,2023-2024
stu_FASQN45304,5,I am the oldest of 2 children.,12.0,neutral,2023-2024
stu_XUDYN03051,16,I like soccer,29.0,positive,2023-2024
stu_XUDYN03051,16,I like soccer,24.0,positive,2023-2024
stu_SAOLH99639,10,a man,2.0,man,2023-2024
stu_DERZZ01872,6,I like science.,25.0,positive,2023-2024
stu_DERZZ01872,6,I like science.,24.0,positive,2023-2024
stu_SELBD60428,11,student,14.0,neutral,2023-2024
stu_EHYTZ32137,20,I have a late birthday,22.0,late birthday,2023-2024
stu_DUOEM76163,15,My favorite sea animal is a dolphin,24.0,positive,2023-2024
stu_FSPCV10901,17,I like to go to the beach.,31.0,positive,2023-2024
stu_FSPCV10901,17,I like to go to the beach.,24.0,positive,2023-2024
stu_VKCWY07846,1,im a boy,2.0,boy,2023-2024
stu_KWLPL21630,11,I like watching Tv.,31.0,positive,2023-2024
stu_KWLPL21630,11,I like watching Tv.,24.0,positive,2023-2024
stu_LNFOE66635,2,creative,43.0,positive,2023-2024
stu_ZARRQ26344,8,my favorite candy is butter finger,24.0,positive,2023-2024
stu_CDXSC86692,4,i have a yonger brother,12.0,neutral,2023-2024
stu_MRIWT64391,7,a annoying person,46.0,negative,2023-2024
stu_SAOLH99639,11,a good boy,40.0,positive,2023-2024
stu_SAOLH99639,11,a good boy,2.0,boy,2023-2024
stu_SULZI60933,16,i speak spanish,25.0,neutral,2023-2024
stu_SULZI60933,16,i speak spanish,22.0,spanishspeaker,2023-2024
stu_YXJEP22115,16,I am 5'0,35.0,neutral,2023-2024
stu_PSHZT50501,13,I like hanging out with people,31.0,positive,2023-2024
stu_PSHZT50501,13,I like hanging out with people,24.0,positive,2023-2024
stu_QOGPO20181,5,l am nice,44.0,positive,2023-2024
stu_DJCZE13885,18,I like water.,24.0,positive,2023-2024
stu_SJNFF34466,14,plays Fortnite,28.0,neutral,2023-2024
stu_FNVBP19615,11,I'd pefer being at school the at home.,14.0,positive,2023-2024
